"species_id";"species"
"1393610";"Linum tenuifolium L."
"1393684";"Luzula nivea (L.) DC."
"1392592";"Geranium phaeum L."
"1394479";"Petrorhagia saxifraga (L.) Link"
"1397500";"Soldanella alpina L."
"1357148";"Helianthemum nummularium (L.) Mill."
"1363699";"Lupinus angustifolius L."
"1397543";"Ribes rubrum L."
"1363802";"Lathyrus odoratus L."
"1393304";"Iris sibirica L."
"1369068";"Styphnolobium japonicum (L.) Schott"
"1359268";"Lathyrus cicera L."
"1393526";"Ligustrum ovalifolium Hassk."
"1361543";"Iris pseudacorus L."
"1396919";"Tulipa gesneriana L."
"1556750";"Iris × germanica L."
"1358564";"Euphorbia maculata L."
"1392516";"Genista hispanica L."
"1361968";"Ixia maculata L."
"1360363";"Sarcopoterium spinosum (L.) Spach"
"1396970";"Vaccinium uliginosum L."
"1360495";"Scrophularia auriculata L."
"1362394";"Vicia sylvatica L."
"1393169";"Hieracium umbellatum L."
"1361540";"Iris foetidissima L."
"1364031";"Ipomoea purpurea (L.) Roth"
"1393709";"Lysimachia thyrsiflora L."
"1426015";"Bellardia trixago (L.) All."
"1397049";"Veronica fruticans Jacq."
"1358322";"Iberis amara L."
"1491358";"Knautia dipsacifolia Kreutzer"
"1358318";"Hormathophylla spinosa (L.) P.Küpfer"
"1397371";"Dianthus seguieri Vill."
"1384658";"Hydrocotyle verticillata Thunb."
"1363490";"Phalaris arundinacea L."
"1393366";"Juniperus phoenicea L."
"1393370";"Juniperus virginiana L."
"1358706";"Hypericum perfoliatum L."
"1357456";"Centaurea sphaerocephala L."
"1361547";"Iris unguicularis Poir."
"1390653";"Campanula barbata L."
"1393250";"Hypericum maculatum Crantz"
"1360878";"Viola riviniana Rchb."
"1362462";"Iris lutescens Lam."
"1737583";"Koenigia alpina (All.) T.M.Schust. & Reveal"
"1394608";"Pinus mugo Turra"
"1397420";"Lactuca perennis L."
"1395943";"Saxifraga aquatica Lapeyr."
"1361637";"Cephalanthera rubra (L.) Rich."
"1358684";"Ribes uva-crispa L."
"1359673";"Jasminum officinale L."
"1472365";"Hyacinthoides × massartiana Geerinck"
"1358616";"Quercus pyrenaica Willd."
"1393213";"Horminum pyrenaicum L."
"1398122";"Liatris spicata (L.) Willd."
"1369508";"Orbea variegata (L.) Haw."
"1395014";"Pyrus spinosa Forssk."
"1357392";"Catananche caerulea L."
"1356583";"Aristolochia baetica L."
"1389240";"Jacobaea alpina (L.) Moench"
"1397453";"Pedicularis comosa L."
"1363734";"Medicago orbicularis (L.) Bartal."
"1360555";"Hyoscyamus niger L."
"1363401";"Imperata cylindrica (L.) Raeusch."
"1389328";"Malephora crocea (Jacq.) Schwantes"
"1363804";"Lathyrus sativus L."
"1361569";"Juncus acutus L."
"1391989";"Equisetum palustre L."
"1394968";"Ptelea trifoliata L."
"1355868";"Lactuca virosa L."
"1392534";"Gentiana acaulis L."
"1360035";"Limonium echioides (L.) Mill."
"1394362";"Oxalis incarnata L."
"1358747";"Hyssopus officinalis L."
"1362433";"Centaurea uniflora Turra"
"1493766";"Stellaria aquatica (L.) Scop."
"1397479";"Salvia nemorosa L."
"1358851";"Phlomis herba-venti L."
"1393342";"Juncus filiformis L."
"1360092";"Plumbago europaea L."
"1397423";"Lathyrus japonicus Willd."
"1394533";"Physospermum cornubiense (L.) DC."
"1493747";"Spergularia rubra (L.) J.Presl & C.Presl"
"1383109";"Oenothera laciniata Hill"
"1362460";"Iberis ciliata All."
"1393262";"Hypochaeris maculata L."
"1360748";"Hydrocotyle vulgaris L."
"1396961";"Utricularia australis R.Br."
"1397279";"Alchemilla alpina L."
"1393257";"Hypericum richeri Vill."
"1360259";"Paliurus spina-christi Mill."
"1393607";"Linum campanulatum L."
"1359885";"Kickxia elatine (L.) Dumort."
"1393519";"Leycesteria formosa Wall."
"1701758";"Larix kaempferi (Lamb.) Carrière"
"1393305";"Iris tuberosa L."
"1356387";"Polystichum aculeatum (L.) Roth"
"1378563";"Laportea aestuans (L.) Chew"
"1358340";"Isatis tinctoria L."
"1393473";"Lemna minuta Kunth"
"1358333";"Iberis saxatilis L."
"1393160";"Hieracium tomentosum L."
"1363287";"Schoenus nigricans L."
"1393183";"Hieracium villosum Jacq."
"1738592";"Ipheion uniflorum (Graham) Raf."
"1361028";"Colchicum cupanii Guss."
"1741625";"Lathyrus oleraceus Lam."
"1397536";"Helleborus lividus Aiton"
"1363800";"Lathyrus hirsutus L."
"1393300";"Iris graminea L."
"1363329";"Juncus inflexus L."
"1360208";"Ranunculus macrophyllus Desf."
"1362687";"Jacobaea erratica (Bertol.) Fourr."
"1359813";"Hypecoum procumbens L."
"1359882";"Kickxia cirrhosa (L.) Fritsch"
"1359612";"Lythrum junceum Banks & Sol."
"1389463";"Lomelosia cretica (L.) Greuter & Burdet"
"1362405";"Allium moly L."
"1393377";"Knautia arvernensis (Briq.) Szabó"
"1363410";"Hyparrhenia hirta (L.) Stapf"
"1393224";"Hydrocotyle bonariensis Comm. ex Lam."
"1363915";"Arabidopsis thaliana (L.) Heynh."
"1358581";"Euphorbia pithyusa L."
"1394364";"Oxalis tetraphylla Cav."
"1743812";"Leucanthemum cuneifolium"
"1513959";"Leucanthemum coronopifolium Vill."
"1364037";"Ipomoea imperati (Vahl) Griseb."
"1359274";"Lathyrus linifolius (Reichard) Bässler"
"1397346";"Centaurium littorale (Turner) Gilmour"
"1359442";"Ornithopus compressus L."
"1356323";"Linum strictum L."
"1379513";"Hypericum annulatum Moris"
"1363798";"Lathyrus aphaca L."
"1420711";"Cestrum parqui (Lam.) L'Hér."
"1393681";"Luzula luzuloides (Lam.) Dandy & Wilmott"
"1389976";"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch"
"1363332";"Juncus tenuis Willd."
"1361588";"Juncus subulatus Forssk."
"1360864";"Viola canina L."
"1393441";"Laserpitium gallicum L."
"1358748";"Lamium bifidum Cirillo"
"1395994";"Saxifraga intricata Lapeyr."
"1357652";"Hyoseris radiata L."
"1743813";"Leucanthemum delarbrei Timb.-Lagr."
"1358352";"Lepidium latifolium L."
"1396867";"Trifolium spadiceum L."
"1356715";"Myosotis welwitschii Boiss. & Reut."
"1363891";"Lepidium bonariense L."
"1357654";"Hypochaeris achyrophorus L."
"1361099";"Isolepis cernua (Vahl) Roem. & Schult."
"1396340";"Solidago rugosa Mill."
"1555231";"Hypericum × desetangsii Lamotte"
"1610807";"Anacamptis × menosii (C.Bernard & G.Fabre) H.Kretzschmar, Eccarius & H.Dietr."
"1363871";"Barbarea verna (Mill.) Asch."
"1361329";"Melica ciliata L."
"1394348";"Orobanche sanguinea C.Presl"
"1512539";"Jacobaea adonidifolia (Loisel.) Pelser & Veldkamp"
"1393369";"Juniperus thurifera L."
"1391100";"Cerinthe glabra Mill."
"1357700";"Leontodon saxatilis Lam."
"1397344";"Carlina corymbosa L."
"1359715";"Orobanche amethystea Thuill."
"1393453";"Lathyrus filiformis (Lam.) J.Gay"
"1391409";"Cotoneaster frigidus Wall. ex Lindl."
"1363403";"Polypogon viridis (Gouan) Breistr."
"1356669";"Echium parviflorum Moench"
"1393460";"Lathyrus venetus (Mill.) Wohlf."
"1738935";"Hedlundia thuringiaca (Nyman) Sennikov & Kurtto"
"1357114";"Fumana ericoides (Cav.) Gand."
"1396473";"Stratiotes aloides L."
"1393585";"Linaria angustissima (Loisel.) Borbás"
"1358358";"Lepidium subulatum L."
"1392525";"Genista salzmannii DC."
"1397413";"Jasione laevis Lam."
"1360951";"Lapiedra martinezii Lag."
"1359210";"Genista lobelii DC."
"1393215";"Hottonia palustris L."
"1390657";"Campanula cenisia L."
"1737440";"Lolium pratense (Huds.) Darbysh."
"1361296";"Glyceria notata Chevall."
"1358351";"Lepidium hirtum (L.) Sm."
"1362019";"Arenaria serpyllifolia L."
"1394414";"Parapholis incurva (L.) C.E.Hubb."
"1738936";"Karpatiosorbus latifolia (Lam.) Sennikov & Kurtto"
"1357670";"Jurinea humilis (Desf.) DC."
"1361425";"Stipa offneri Breistr."
"1390870";"Carex montana L."
"1358750";"Lamium garganicum L."
"1397476";"Rumex cristatus DC."
"1393200";"Homogyne alpina (L.) Cass."
"1360956";"Narcissus cantabricus DC."
"1529395";"Sempervivum × giuseppii Wale"
"1359976";"Plantago weldenii Rchb."
"1357861";"Senecio leucanthemifolius Poir."
"1357144";"Helianthemum marifolium (L.) Mill."
"1393506";"Leucanthemum ircutianum DC."
"1391962";"Epipactis muelleri Godfery"
"1358349";"Lepidium graminifolium L."
"1360150";"Adonis flammea Jacq."
"1361581";"Juncus maritimus Lam."
"1392190";"Euphorbia stricta L."
"1359810";"Hypecoum imberbe Sm."
"1394580";"Angelica razulii Gouan"
"1397406";"Huperzia selago (L.) Bernh. ex Schrank & Mart."
"1393455";"Lathyrus heterophyllus L."
"1509616";"Helichrysum pendulum (C.Presl) C.Presl"
"1489806";"Jasione maritima (Duby) L.M.Dufour ex Merino"
"1361082";"Carex spicata Huds."
"1560870";"Nepeta apuleji Ucria"
"1389247";"Jacobaea uniflora (All.) Veldkamp"
"1357681";"Lactuca saligna L."
"1392549";"Gentiana ligustica R.Vilm. & Chopinet"
"1358704";"Hypericum montanum L."
"1556855";"Iris planifolia (Mill.) T.Durand & Schinz"
"1360578";"Withania frutescens (L.) Pauquy"
"1361693";"Serapias cordigera L."
"1361308";"Hordeum secalinum Schreb."
"1357928";"Taraxacum obovatum (Willd.) DC."
"1742052";"Leontopodium nivale (Ten.) A.Huet ex Hand.-Mazz."
"1359276";"Lathyrus niger (L.) Bernh."
"1361306";"Hordeum marinum Huds."
"1394911";"Primula integrifolia L."
"1356307";"Trapa natans L."
"1393488";"Lepidium densiflorum Schrad."
"1397484";"Saxifraga fragilis Schrank"
"1393475";"Lemna turionifera Landolt"
"1361123";"Lemna trisulca L."
"1395009";"Pyrus nivalis Jacq."
"1522249";"Symphyotrichum × versicolor (Willd.) G.L.Nesom"
"1361112";"Lemna gibba L."
"1363753";"Melilotus neapolitanus Ten."
"1393245";"Hypericum elodes L."
"1356054";"Proboscidea louisianica (Mill.) Thell."
"1393481";"Leontodon incanus (L.) Schrank"
"1391078";"Cerastium brachypetalum Desp. ex Pers."
"1737504";"Ranunculus minimus (L.) E.H.L.Krause"
"1393020";"Aloe humilis (L.) Mill."
"1356963";"Silene behen L."
"1356768";"Legousia hybrida (L.) Delarbre"
"1358325";"Iberis carnosa Willd."
"1357981";"Convolvulus lineatus L."
"1393253";"Hypericum nummularium L."
"1363492";"Phalaris minor Retz."
"1393218";"Hyacinthoides italica (L.) Rothm."
"1393268";"Iberis linifolia L."
"1360716";"Eryngium glaciale Boiss."
"1393299";"Iris aphylla L."
"1398205";"Epipactis bugacensis Robatsch"
"1560415";"Lavandula × intermedia Emeric ex Loisel."
"1391851";"Elymus caninus (L.) L."
"1394050";"Ononis striata Gouan"
"1358532";"Euphorbia biumbellata Poir."
"1363540";"Sphenopus divaricatus (Gouan) Rchb."
"1358749";"Lamium flexuosum Ten."
"1358761";"Lavandula pedunculata (Mill.) Cav."
"1356882";"Holosteum umbellatum L."
"1521058";"Senecio varicosus L.f."
"1356691";"Lappula squarrosa (Retz.) Dumort."
"1361077";"Carex pilulifera L."
"1400186";"Borago pygmaea (DC.) Chater & Greuter"
"1396319";"Sium latifolium L."
"1458106";"Ligusticum lucidum Mill."
"1742054";"Aster bellidiastrum (L.) Scop."
"1724565";"Hydrocharis laevigata (Humb. & Bonpl. ex Willd.) Byng & Christenh."
"1425172";"Launaea nudicaulis (L.) Hook.f."
"1669394";"Rubus questieri Lefèvre & P.J.Müll."
"1737650";"Jacobaea aquatica (Hill) G.Gaertn., B.Mey. & Scherb."
"1357687";"Launaea lanifera Pau"
"1357686";"Launaea fragilis (Asso) Pau"
"1744890";"Valeriana nevadensis (Boiss.) Christenh. & Byng"
"1393508";"Leucanthemum monspeliense (L.) H.J.Coste"
"1359282";"Lathyrus setifolius L."
"1355914";"Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch"
"1399623";"Iberis procumbens Lange"
"1393407";"Koeleria pyramidata (Lam.) P.Beauv."
"1397414";"Juncus alpinoarticulatus Chaix"
"1361526";"Hydrocharis morsus-ranae L."
"1393457";"Lathyrus pannonicus (Jacq.) Garcke"
"1360116";"Polygonum arenastrum Boreau"
"1398369";"Astragalus sempervirens Lam."
"1418192";"Cereus hildmannianus K.Schum."
"1393397";"Koeleria glauca (Spreng.) DC."
"1622914";"Gymnadenia rhellicani (Teppner & E.Klein) Teppner & E.Klein"
"1363407";"Nassella neesiana (Trin. & Rupr.) Barkworth"
"1393429";"Lampranthus multiradiatus (Jacq.) N.E.Br."
"1395711";"Sagina glabra (Willd.) Fenzl"
"1362325";"Juncus compressus Jacq."
"1355902";"Ambrosia psilostachya DC."
"1358302";"Fibigia clypeata (L.) Medik."
"1393225";"Hydrocotyle ranunculoides L.f."
"1741654";"Petrosedum montanum (Songeon & E.P.Perrier) Grulich"
"1393452";"Lathyrus cirrhosus Ser."
"1743363";"Crocus minimus Redouté"
"1363111";"Centaurea graminifolia (Lam.) Muñoz Rodr. & Devesa"
"1361304";"Hordeum bulbosum L."
"1357682";"Lactuca tenerrima Pourr."
"1397421";"Lactuca quercina L."
"1358326";"Iberis contracta Pers."
"1359897";"Linaria arvensis (L.) Desf."
"1361585";"Juncus squarrosus L."
"1393261";"Hypochaeris cretensis (L.) Bory & Chaub."
"1361290";"Gastridium ventricosum (Gouan) Schinz & Thell."
"1394893";"Prangos trifida (Mill.) Herrnst. & Heyn"
"1741717";"Ranunculus falcatus L."
"1389004";"Pastinaca lucida L."
"1356521";"Krascheninnikovia ceratoides (L.) Gueldenst."
"1737699";"Koeleria spicata (L.) Barberá, Quintanar, Soreng & P.M.Peterson"
"1743984";"Myoporum insulare R.Br."
"1361079";"Carex punctata Gaudin"
"1358459";"Knautia subscaposa Boiss. & Reut."
"1356081";"Rumex dentatus L."
"1393378";"Knautia basaltica Chass. & Szabó"
"1360383";"Cruciata pedemontana (Bellardi) Ehrend."
"1742180";"Asplenium foreziense Magnier"
"1360752";"Kundmannia sicula (L.) DC."
"1744279";"Salvia × lavandulacea (de Noé) Roma-Marzio & Galasso"
"1392044";"Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh."
"1359514";"Trifolium patens Schreb."
"1359301";"Lotus edulis L."
"1358703";"Hypericum linariifolium Vahl"
"1360146";"Aconitum vulparia Rchb."
"1391734";"Dioscorea pyrenaica Bubani & Bordère ex Gren."
"1393359";"Juncus triglumis L."
"1396167";"Selaginella helvetica (L.) Spring"
"1362500";"Teucrium buxifolium Schreb."
"1393320";"Isolepis setacea (L.) R.Br."
"1628969";"Orchis × spuria Rchb.f."
"1652226";"Koeleria caudata (Link) Steud."
"1423913";"Glinus oppositifolius (L.) Aug.DC."
"1701506";"Juniperus brevifolia (Seub.) Antoine"
"1560697";"Mentha × verticillata L."
"1357124";"Helianthemum almeriense Pau"
"1390585";"Moricandia foetida Bourg. ex Coss."
"1649483";"Coleanthus subtilis (Tratt.) Seidel ex Roem. & Schult."
"1396138";"Scutellaria hastifolia L."
"1392468";"Galium megalospermum All."
"1393357";"Juncus tenageia Ehrh. ex L.f."
"1391536";"Cytisus decumbens (Durande) Spach"
"1357068";"Spergularia fimbriata Boiss. & Reut."
"1741961";"Leuzea rhapontica (L.) Holub"
"1362024";"Hypericum triquetrifolium Turra"
"1397416";"Juncus gerardi Loisel."
"1361576";"Juncus foliosus Desf."
"1359735";"Orobanche reticulata Wallr."
"1361568";"Juncus acutiflorus Ehrh. ex Hoffm."
"1394850";"Potentilla heptaphylla L."
"1358690";"Hypericum australe Ten."
"1743796";"Senecio provincialis Druce"
"1393242";"Hypericum coris L."
"1393109";"Hieracium racemosum Waldst. & Kit. ex Willd."
"1396825";"Artemisia glacialis L."
"1357447";"Centaurea pubescens Willd."
"1742675";"Rubus atrovirens P.J.Müll."
"1422941";"Jarava ichu Ruiz & Pav."
"1743861";"Hemionitis hispanica (Mett.) Christenh."
"1502684";"Centaurea linifolia L."
"1412367";"Juncus dudleyi Wiegand"
"1361571";"Juncus anceps Laharpe"
"1743667";"Isatis apennina Ten. ex Grande"
"1393347";"Juncus littoralis C.A.Mey."
"1394589";"Pilularia globulifera L."
"1388898";"Lemna valdiviana Phil."
"1743664";"Hormathophylla lapeyrouseana (Jord.) P.Küpfer"
"1357945";"Tolpis umbellata Bertol."
"1722604";"Malva longiflora (Boiss. & Reut.) Soldano, Banfi & Galasso"
"1651891";"Hordelymus europaeus (L.) Jess. ex Harz"
"1392428";"Galeopsis pyrenaica Bartl."
"1362179";"Airopsis tenella (Cav.) Coss. & Durieu"
"1363478";"Bromus commutatus Schrad."
"1722478";"Matthiola parviflora (Schousb.) W.T.Aiton"
"1363333";"Juncus hybridus Brot."
"1562253";"Prunella × intermedia Link"
"1389450";"Klasea lycopifolia (Vill.) Á.Löve & D.Löve"
"1743681";"Hormathophylla saxigena (Jord. & Fourr.) D.A.German & Govaerts"
"1389242";"Jacobaea auricula (Bourg. ex Coss.) Pelser"
"1362410";"Arenaria tetraquetra L."
"1393462";"Lathyrus vivantii P.Monts."
"1393247";"Hypericum gentianoides (L.) Britton, Sterns & Poggenb."
"1419225";"Sparaxis bulbifera (L.) Ker Gawl."
"1632962";"Serapias × todaroi Tineo"
"1393958";"Nigella nigellastrum (L.) Willk."
"1358708";"Hypericum pubescens Boiss."
"1356405";"Isoetes durieui Bory"
"1697332";"Viola langeana Valentine"
"1744568";"Malva oblongifolia (Boiss.) Soldano, Banfi & Galasso"
"1363327";"Juncus capitatus Weigel"
"1391053";"Centaurium chloodes (Brot.) Samp."
"1509735";"Heliopsis buphthalmoides (Jacq.) Dunal"
"1545740";"Euphorbia oxyphylla Boiss."
"1654025";"Poa × austrohercynica Wein"
"1628956";"Orchis × penzigiana A.Camus"
"1389505";"Centaurea trichocephala M.Bieb. ex Willd."
"1425484";"Rosa pulverulenta M.Bieb."
"1396045";"Saxifraga valdensis DC."
"1357432";"Centaurea maroccana Ball"
"1397409";"Iberis aurosica Chaix"
"1390993";"Centaurea corymbosa Pourr."
"1398988";"Ribes sardoum Martelli"
"1357003";"Silene inaperta L."
"1357095";"Ceratophyllum submersum L."
"1738192";"Lycopodium × zeilleri (Rouy) Greuter & Burdet"
"1399771";"Astragalus balearicus Chater"
"1362034";"Jacobaea delphiniifolia (Vahl) Pelser & Veldkamp"
"1359606";"Ammannia auriculata Willd."
"1394908";"Primula halleri J.F.Gmel."
"1478565";"Myosotis soleirolii Godr."
"1358163";"Alyssum serpyllifolium Desf."
"1481080";"Iberis bernardiana Gren. & Godr."
"1391101";"Cerinthe tenuiflora Bertol."
"1356919";"Petrorhagia dubia (Raf.) G.López & Romo"
"1392307";"Festuca heteromalla Pourr."
"1545592";"Euphorbia matritensis Boiss."
"1744049";"Tanacetum microphyllum DC."
"1357445";"Centaurea polyacantha Willd."
"1744353";"Vella aspera Pers."
"1647256";"Limonium caesium (Girard) Kuntze"
"1669338";"Rubus polyanthemus Lindeb."
"1393170";"Hieracium umbrosum Jord."
"1359016";"Teucrium rotundifolium Schreb."
"1356834";"Cerastium ramosissimum Boiss."
"1658970";"Potamogeton × angustifolius J.Presl"
"1395422";"Rubus bracteatus Boreau"
"1399961";"Ifloga spicata (Forssk.) Sch.Bip."
"1357844";"Santolina pectinata Lag."
"1358321";"Hornungia procumbens (L.) Hayek"
"1512231";"Hypochaeris robertia (Sch.Bip.) Fiori"
"1390627";"Sedum arenarium Brot."
"1360138";"Rumex tuberosus L."
"1361405";"Sesleria argentea (Savi) Savi"
"1409318";"Gamochaeta antillana (Urb.) Anderb."
"1669076";"Rubus leyanus W.M.Rogers"
"1390972";"Cedrus deodara (Roxb. ex D.Don) G.Don"
"1363062";"Pseudoscabiosa saxatilis (Cav.) Devesa"
"1391410";"Cotoneaster horizontalis Decne."
"1389821";"Ionopsidium glastifolium (L.) M.Koch"
"1391226";"Cirsium oleraceum (L.) Scop."
"1417689";"Lachenalia bulbifera (Cirillo) Engl."
"1391661";"Delosperma cooperi (Hook.f.) L.Bolus"
"1398913";"Hypericum aegypticum L."
"1355978";"Pelargonium zonale (L.) L'Hér."
"1743635";"Scabiosa pyrenaica All."
"1360590";"Daphne laureola L."
"1393748";"Malva moschata L."
"1363226";"Pastinaca sativa L."
"1394359";"Oxalis dillenii Jacq."
"1364032";"Ipomoea indica (Burm.) Merr."
"1358213";"Cardamine pratensis L."
"1356766";"Jasione montana L."
"1360811";"Thapsia villosa L."
"1356290";"Pistacia lentiscus L."
"1743422";"Castroviejoa frigida (Labill.) Galbany, L.Sáez & Benedí"
"1397368";"Dianthus deltoides L."
"1360549";"Datura stramonium L."
"1395085";"Ranunculus glacialis L."
"1397337";"Cardamine impatiens L."
"1403435";"Citrus × aurantium L."
"1392770";"Hibiscus syriacus L."
"1363236";"Ferula communis L."
"1392052";"Erigeron philadelphicus L."
"1411968";"Erigeron strigosus Muhl. ex Willd."
"1391349";"Coreopsis grandiflora Hogg ex Sweet"
"1391501";"Cynoglossum officinale L."
"1411388";"Centaurea montana L."
"1358610";"Castanea sativa Mill."
"1360739";"Foeniculum vulgare Mill."
"1396099";"Scirpus sylvaticus L."
"1358752";"Lamium purpureum L."
"1396486";"Symphyotrichum novae-angliae (L.) G.L.Nesom"
"1358446";"Bryonia cretica L."
"1390669";"Campanula patula L."
"1363268";"Asparagus officinalis L."
"1738735";"Alkekengi officinarum Moench"
"1357317";"Bellis perennis L."
"1358501";"Calluna vulgaris (L.) Hull"
"1400177";"Bituminaria bituminosa (L.) C.H.Stirt."
"1364046";"Populus alba L."
"1364006";"Convolvulus arvensis L."
"1356567";"Pistacia terebinthus L."
"1358624";"Centaurium erythraea Rafn"
"1394906";"Primula elatior (L.) Hill"
"1356608";"Alnus glutinosa (L.) Gaertn."
"1363944";"Malva neglecta Wallr."
"1391355";"Coronilla coronata L."
"1394952";"Prunus laurocerasus L."
"1390954";"Carpobrotus edulis (L.) N.E.Br."
"1363402";"Polypogon monspeliensis (L.) Desf."
"1397332";"Caltha palustris L."
"1357099";"Cistus creticus L."
"1362251";"Alyssum montanum L."
"1397424";"Lathyrus palustris L."
"1392585";"Geranium macrorrhizum L."
"1361685";"Orchis purpurea Huds."
"1355872";"Hypochaeris radicata L."
"1356320";"Capparis spinosa L."
"1396399";"Spiraea douglasii Hook."
"1358609";"Ricinus communis L."
"1357009";"Silene latifolia Poir."
"1394558";"Phytolacca acinosa Roxb."
"1391305";"Clinopodium grandiflorum (L.) Kuntze"
"1364157";"Achillea millefolium L."
"1390944";"Carlina acaulis L."
"1361847";"Casuarina cunninghamiana Miq."
"1390640";"Callistephus chinensis (L.) Nees"
"1362653";"Carduus acanthoides L."
"1359943";"Misopates orontium (L.) Raf."
"1383635";"Campanula rapunculoides L."
"1393615";"Lithospermum officinale L."
"1396638";"Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl"
"1363764";"Acacia dealbata Link"
"1357521";"Crepis albida Vill."
"1395329";"Rosa pendulina L."
"1391411";"Cotoneaster integerrimus Medik."
"1394617";"Pinus sylvestris L."
"1396491";"Symphytum asperum Lepech."
"1391099";"Ceratostigma plumbaginoides Bunge"
"1363884";"Cardamine hirsuta L."
"1361636";"Cephalanthera longifolia (L.) Fritsch"
"1358821";"Moluccella laevis L."
"1361891";"Falcaria vulgaris Bernh."
"1398128";"Sedum palmeri S.Watson"
"1356771";"Lobelia laxiflora Kunth"
"1356201";"Urtica urens L."
"1392631";"Globularia nudicaulis L."
"1362990";"Cneorum tricoccon L."
"1364143";"Bidens pilosa L."
"1360260";"Rhamnus alaternus L."
"1356780";"Cannabis sativa L."
"1391375";"Cotinus coggygria Scop."
"1359686";"Epilobium parviflorum Schreb."
"1397317";"Argyrolobium zanonii (Turra) P.W.Ball"
"1363293";"Cyperus eragrostis Lam."
"1356373";"Blechnum spicant (L.) Roth"
"1390356";"Taraxacum clemens Matysiak"
"1364068";"Veronica officinalis L."
"1397308";"Alnus incana (L.) Moench"
"1356692";"Lithodora fruticosa (L.) Griseb."
"1363469";"Avena sativa L."
"1359834";"Sarcocapnos enneaphylla (L.) DC."
"1426068";"Calystegia sepium (L.) R.Br."
"1360489";"Saxifraga tridactylites L."
"1360155";"Aquilegia vulgaris L."
"1356286";"Bromus hordeaceus L."
"1363440";"Briza maxima L."
"1737633";"Lactuca muralis (L.) E.Mey."
"1361075";"Carex pendula Huds."
"1390691";"Cardamine bulbifera (L.) Crantz"
"1397354";"Clematis alpina (L.) Mill."
"1390782";"Carex caryophyllea Latourr."
"1362009";"Fraxinus angustifolia Vahl"
"1390663";"Campanula glomerata L."
"1397363";"Cyclamen purpurascens Mill."
"1397395";"Geranium pyrenaicum Burm.f."
"1397334";"Campanula thyrsoides L."
"1362194";"Bolboschoenus maritimus (L.) Palla"
"1357401";"Centaurea aspera L."
"1400181";"Blysmus compressus (L.) Panz. ex Link"
"1358024";"Coriaria myrtifolia L."
"1363219";"Bupleurum rotundifolium L."
"1362576";"Tetragonia tetragonoides (Pall.) Kuntze"
"1362620";"Festuca glauca Vill."
"1362486";"Salix cinerea L."
"1743865";"Valeriana lecoqii (Jord.) Christenh. & Byng"
"1358881";"Salvia viridis L."
"1414353";"Bromus diandrus Roth"
"1390949";"Carlina vulgaris L."
"1360104";"Polygala rupestris Pourr."
"1363974";"Ranunculus sceleratus L."
"1397358";"Corydalis cava (L.) Schweigg. & Körte"
"1394865";"Potentilla nitida L."
"1362424";"Carex leporina L."
"1391161";"Chrysosplenium oppositifolium L."
"1391961";"Epipactis microphylla (Ehrh.) Sw."
"1389570";"Bryonia alba L."
"1360328";"Pyrus cordata Desv."
"1390878";"Carex ornithopoda Willd."
"1356619";"Anchusa undulata L."
"1739196";"Roemeria sicula (Guss.) ined."
"1362135";"Oxalis stricta L."
"1364146";"Eclipta prostrata (L.) L."
"1356422";"Botrychium lunaria (L.) Sw."
"1743801";"Osteospermum moniliferum L."
"1391963";"Epipactis palustris (L.) Crantz"
"1389590";"Bupleurum falcatum L."
"1393518";"Levisticum officinale W.D.J.Koch"
"1389282";"Cyperus odoratus L."
"1364127";"Dittrichia graveolens (L.) Greuter"
"1356154";"Physalis philadelphica Lam."
"1391418";"Cotoneaster salicifolius Franch."
"1389596";"Bupleurum ranunculoides L."
"1389251";"Roldana petasitis (Sims) H.Rob. & Brettell"
"1595800";"Tilia × europaea L."
"1357367";"Carthamus caeruleus L."
"1391294";"Claytonia sibirica L."
"1396476";"Styrax officinalis L."
"1389581";"Bunias orientalis L."
"1399913";"Datura wrightii Regel"
"1743242";"Lotus rectus L."
"1397328";"Blackstonia acuminata (W.D.J.Koch & Ziz) Domin"
"1363472";"Agrostis gigantea Roth"
"1358701";"Hypericum humifusum L."
"1359562";"Vicia hybrida L."
"1363452";"Aira caryophyllea L."
"1432847";"Hesperocyparis macrocarpa (Hartw.) Bartel"
"1737701";"Kalmia procumbens (L.) Gift, Kron & P.F.Stevens ex Galasso, Banfi & F.Conti"
"1361072";"Carex pallescens L."
"1390687";"Caragana arborescens Lam."
"1358204";"Calepina irregularis (Asso) Thell."
"1392520";"Genista monspessulana (L.) L.A.S.Johnson"
"1396137";"Scutellaria galericulata L."
"1390673";"Campanula pyramidalis L."
"1361058";"Carex hirta L."
"1390931";"Carex vesicaria L."
"1391649";"Daphne cneorum L."
"1363805";"Lathyrus annuus L."
"1359680";"Circaea lutetiana L."
"1361859";"Cyclamen repandum Sm."
"1743408";"Chamaeleon gummifer (L.) Cass."
"1393855";"Mollugo verticillata L."
"1389369";"Lysimachia foemina (Mill.) U.Manns & Anderb."
"1396422";"Stachys arvensis (L.) L."
"1363322";"Asphodelus tenuifolius Cav."
"1737507";"Pulsatilla vernalis (L.) Mill."
